TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
Tighten the data[50].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1314,2,0,ResultOK50,NUMBER,0,999,FALSE,FALSE
Tighten the data[50].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1316,2,0,OrderNo50,NUMBER,0,999,FALSE,FALSE
Tighten the data[50].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1318,2,0,ProgramNo50,NUMBER,0,999,FALSE,FALSE
Tighten the data[50].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1320,4,0,TorqueResult50,NUMBER,0,999,TRUE,TRUE
Tighten the data[50].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1324,4,0,AngleResult50,NUMBER,0,999,TRUE,TRUE
Tighten the data[51].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1328,2,0,ResultOK51,NUMBER,0,999,FALSE,FALSE
Tighten the data[51].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1330,2,0,OrderNo51,NUMBER,0,999,FALSE,FALSE
Tighten the data[51].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1332,2,0,ProgramNo51,NUMBER,0,999,FALSE,FALSE
Tighten the data[51].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1334,4,0,TorqueResult51,NUMBER,0,999,TRUE,TRUE
Tighten the data[51].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1338,4,0,AngleResult51,NUMBER,0,999,TRUE,TRUE
Tighten the data[52].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1342,2,0,ResultOK52,NUMBER,0,999,FALSE,FALSE
Tighten the data[52].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1344,2,0,OrderNo52,NUMBER,0,999,FALSE,FALSE
Tighten the data[52].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1346,2,0,ProgramNo52,NUMBER,0,999,FALSE,FALSE
Tighten the data[52].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1348,4,0,TorqueResult52,NUMBER,0,999,TRUE,TRUE
Tighten the data[52].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1352,4,0,AngleResult52,NUMBER,0,999,TRUE,TRUE
Tighten the data[53].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1356,2,0,ResultOK53,NUMBER,0,999,FALSE,FALSE
Tighten the data[53].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1358,2,0,OrderNo53,NUMBER,0,999,FALSE,FALSE
Tighten the data[53].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1360,2,0,ProgramNo53,NUMBER,0,999,FALSE,FALSE
Tighten the data[53].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1362,4,0,TorqueResult53,NUMBER,0,999,TRUE,TRUE
Tighten the data[53].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1366,4,0,AngleResult53,NUMBER,0,999,TRUE,TRUE
Tighten the data[54].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1370,2,0,ResultOK54,NUMBER,0,999,FALSE,FALSE
Tighten the data[54].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1372,2,0,OrderNo54,NUMBER,0,999,FALSE,FALSE
Tighten the data[54].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1374,2,0,ProgramNo54,NUMBER,0,999,FALSE,FALSE
Tighten the data[54].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1376,4,0,TorqueResult54,NUMBER,0,999,TRUE,TRUE
Tighten the data[54].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1380,4,0,AngleResult54,NUMBER,0,999,TRUE,TRUE
Tighten the data[55].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1384,2,0,ResultOK55,NUMBER,0,999,FALSE,FALSE
Tighten the data[55].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1386,2,0,OrderNo55,NUMBER,0,999,FALSE,FALSE
Tighten the data[55].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1388,2,0,ProgramNo55,NUMBER,0,999,FALSE,FALSE
Tighten the data[55].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1390,4,0,TorqueResult55,NUMBER,0,999,TRUE,TRUE
Tighten the data[55].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1394,4,0,AngleResult55,NUMBER,0,999,TRUE,TRUE
Tighten the data[56].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1398,2,0,ResultOK56,NUMBER,0,999,FALSE,FALSE
